Filename,"Asset ID","Folder ID",CUSTOMFIELD1,CUSTOMFIELD20,CUSTOMFIELD21,CUSTOMFIELD22,CUSTOMFIELD23,CUSTOMFIELD24,CUSTOMFIELD25,CUSTOMFIELD26,CUSTOMFIELD27,CUSTOMFIELD28,CUSTOMFIELD29,CUSTOMFIELD30,CUSTOMFIELD31,CUSTOMFIELD32,CUSTOMFIELD33,CUSTOMFIELD34,CUSTOMFIELD35,CUSTOMFIELD36,CUSTOMFIELD40,CUSTOMFIELD52,CUSTOMFIELD53,CUSTOMFIELD54,Width,Height,KEYWORD
IMG_3783.jpg,98800699,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,4032,3024,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_4496.JPG,98800698,6861574,New,"Elland Road Partners",,,,,,,,,,,,,,,,,,,10/25/18,11/19/19,4032,3024,"Photographers,Sarah Bellet,Content Creators,Elland Road Partners"
DSC02748.jpg,98800697,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,12/1/19,6000,4000,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_3837.jpg,98800696,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_3829.jpg,98800695,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
C8183737-52C2-4575-9D47-F15D8C6B9E51.jpg,98800690,6861562,New,"Related Companies",,,,,,,,,,"Photography taken for social media posts. This event featured catered food by Fuku and was open to the public. People were encouraged to fill in the artwork 'Playground' with whatever colors they desired, and add their wishes to the 'WISH TREE.' The event ran from 5/10/18 - 5/13/18. It took place underneath The High Line, and at the entrance of 10HY. Wells Fargo sponsored Art on the Plaza. It was  curated by Culture Corps. Art by Jon Burgerman a",,,,,,,,"Manali Doshi was a former Related employee who worked as a Graphic Designer in the New York office. She captured this event.",5/10/18,11/20/19,2448,3264,"Photographs,Events Internal,Approved,Office,Wells Fargo Securities,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
IMG_3815.jpg,98800689,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,3024,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_3831.jpg,98800688,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_3852.jpg,98800687,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
IMG_3852.jpg,98800687,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
DSC02725.jpg,98800686,6861584,New,"Elland Road Partners",,,,,,,,,,"Prelude to The Shed was an immersive performing arts event. It lasted from May 1, 2018 - May 13, 2018. The Preview photographed was taken on April 29, 2018 and the VIP event was taken on April 30, 2018. The event was meant to mimic the types of interdisciplinary art that will be on view at The Shed in a year's time. It was free and open to the public. It included an educational element early some days called 'Schema for a School.' The program wo","The event included multiple elements throughout the day. Inside the structure was 'A stroll through the fun palace.'  The Shed was inspired by Cedric Price's undeveloped idea or architecture. During this event, architects and students would come by the public with plats full of copies of sketches and photographs of Cedric's work to provide a context for The Shed-like structure on the lot. The Shed-like structure was designed by Kunle Adeyemi of",,,,,,,,4/29/18,11/20/19,3911,5866,"Photographs,Events,Photographers,Sarah Bellet,Content Creators,Elland Road Partners,Eastern Rail Yard,The Shed"
